Date,Temperature,Source,HotSpot,Stress,W_Stress,DHW
1982-01-06,28.1199989318848,OI_SST,0,0,0,0
1982-01-07,28.5299987792969,OI_SST,0,0,0,0
1982-01-08,28.4699993133545,OI_SST,0,0,0,0
1982-01-09,28.5599994659424,OI_SST,0,0,0,0
1982-01-10,28.8299999237061,OI_SST,0,0,0,0
1982-01-11,28.7999992370605,OI_SST,0,0,0,0
1982-01-12,28.1199989318848,OI_SST,0,0,0,0
1982-01-13,28.5100002288818,OI_SST,0,0,0,0
1982-01-14,28.5799999237061,OI_SST,0,0,0,0
1982-01-15,28.769998550415,OI_SST,0,0,0,0
1982-01-16,28.5699996948242,OI_SST,0,0,0,0
1982-01-17,28.9099998474121,OI_SST,0,0,0,0
1982-01-18,29.5100002288818,OI_SST,0.34554849352152317,0,0,0
1982-01-19,29.6999988555908,OI_SST,0.5355471202305218,0,0,0
1982-01-20,29.3400001525879,OI_SST,0.17554841722762404,0,0,0
1982-01-21,28.8999996185303,OI_SST,0,0,0,0
1982-01-22,28.4499988555908,OI_SST,0,0,0,0
1982-01-23,28.3899993896484,OI_SST,0,0,0,0
1982-01-24,29.1700000762939,OI_SST,0.005548340933621887,0,0,0
1982-01-25,29.3199996948242,OI_SST,0.15554795946392375,0,0,0
1982-01-26,29.3599987030029,OI_SST,0.19554696764262403,0,0,0
1982-01-27,29.6999988555908,OI_SST,0.5355471202305218,0,0,0
1982-01-28,29.7999992370605,OI_SST,0.6355475017002234,0,0,0
1982-01-29,29.5799999237061,OI_SST,0.41554818834582363,0,0,0
1982-01-30,29.7799987792969,OI_SST,0.6155470439366226,0,0,0
1982-01-31,29.6700000762939,OI_SST,0.5055483409336219,0,0,0
1982-02-01,29.8499984741211,OI_SST,0.6855467387608236,0,0,0
1982-02-02,29.4099998474121,OI_SST,0.24554811205182148,0,0,0
1982-02-03,29.1099987030029,OI_SST,0,0,0,0
1982-02-04,29.2999992370605,OI_SST,0.13554750170022345,0,0,0
1982-02-05,29.6199989318848,OI_SST,0.4555471965245239,0,0,0
1982-02-06,29.8699989318848,OI_SST,0.7055471965245239,0,0,0
1982-02-07,30.0900001525879,OI_SST,0.925548417227624,0,0,0
1982-02-08,29.8299999237061,OI_SST,0.6655481883458236,0,0,0
1982-02-09,29.3699989318848,OI_SST,0.2055471965245239,0,0,0
1982-02-10,29.5699996948242,OI_SST,0.40554795946392375,0,0,0
1982-02-11,29.5299987792969,OI_SST,0.36554704393662263,0,0,0
1982-02-12,29.7199993133545,OI_SST,0.555547577994222,0,0,0
1982-02-13,29.6499996185303,OI_SST,0.48554788317002107,0,0,0
1982-02-14,29.6199989318848,OI_SST,0.4555471965245239,0,0,0
1982-02-15,30,OI_SST,0.8355482646397228,0,0,0
1982-02-16,30.2299995422363,OI_SST,1.0655478068760225,1.0655478068760225,0.15222111526800322,0.15222111526800322
1982-02-17,30.2600002288818,OI_SST,1.0955484935215232,1.0955484935215232,0.15650692764593188,0.3087280429139351
1982-02-18,28.8799991607666,OI_SST,0,0,0,0.3087280429139351
1982-02-19,28.2600002288818,OI_SST,0,0,0,0.3087280429139351
1982-02-20,28.9499988555908,OI_SST,0,0,0,0.3087280429139351
1982-02-21,29.1599998474121,OI_SST,0,0,0,0.3087280429139351
1982-02-22,29.1399993896484,OI_SST,0,0,0,0.3087280429139351
1982-02-23,28.6700000762939,OI_SST,0,0,0,0.3087280429139351
1982-02-24,29.1799983978271,OI_SST,0.01554666246682146,0,0,0.3087280429139351
1982-02-25,29.1700000762939,OI_SST,0.005548340933621887,0,0,0.3087280429139351
1982-02-26,28.939998626709,OI_SST,0,0,0,0.3087280429139351
1982-02-27,28.9799995422363,OI_SST,0,0,0,0.3087280429139351
1982-02-28,28.939998626709,OI_SST,0,0,0,0.3087280429139351
1982-03-01,28.9499988555908,OI_SST,0,0,0,0.3087280429139351
1982-03-02,29.5999984741211,OI_SST,0.4355467387608236,0,0,0.3087280429139351
1982-03-03,30.1599998474121,OI_SST,0.9955481120518215,0,0,0.3087280429139351
1982-03-04,30.6399993896484,OI_SST,1.4755476542881212,1.4755476542881212,0.21079252204116017,0.5195205649550952
1982-03-05,30.4599990844727,OI_SST,1.2955473491124216,1.2955473491124216,0.18507819273034595,0.7045987576854412
1982-03-06,30.0399990081787,OI_SST,0.875547272818423,0,0,0.7045987576854412
1982-03-07,29.8299999237061,OI_SST,0.6655481883458236,0,0,0.7045987576854412
1982-03-08,29.3699989318848,OI_SST,0.2055471965245239,0,0,0.7045987576854412
1982-03-09,29.3599987030029,OI_SST,0.19554696764262403,0,0,0.7045987576854412
1982-03-10,29.5599994659424,OI_SST,0.39554773058212334,0,0,0.7045987576854412
1982-03-11,29.4299983978271,OI_SST,0.26554666246682146,0,0,0.7045987576854412
1982-03-12,29.4899997711182,OI_SST,0.32554803575792235,0,0,0.7045987576854412
1982-03-13,29.2799987792969,OI_SST,0.11554704393662263,0,0,0.7045987576854412
1982-03-14,29.3499984741211,OI_SST,0.18554673876082362,0,0,0.7045987576854412
1982-03-15,29.0100002288818,OI_SST,0,0,0,0.7045987576854412
1982-03-16,28.8099994659424,OI_SST,0,0,0,0.7045987576854412
1982-03-17,28.4699993133545,OI_SST,0,0,0,0.7045987576854412
1982-03-18,28.5599994659424,OI_SST,0,0,0,0.7045987576854412
1982-03-19,28.8299999237061,OI_SST,0,0,0,0.7045987576854412
1982-03-20,29.2299995422363,OI_SST,0.06554780687602246,0,0,0.7045987576854412
1982-03-21,29.689998626709,OI_SST,0.5255468913487213,0,0,0.7045987576854412
1982-03-22,29.6199989318848,OI_SST,0.4555471965245239,0,0,0.7045987576854412
1982-03-23,29.4699993133545,OI_SST,0.30554757799422205,0,0,0.7045987576854412
1982-03-24,29.0599994659424,OI_SST,0,0,0,0.7045987576854412
1982-03-25,29.0599994659424,OI_SST,0,0,0,0.7045987576854412
1982-03-26,29.25,OI_SST,0.08554826463972276,0,0,0.7045987576854412
1982-03-27,29.4299983978271,OI_SST,0.26554666246682146,0,0,0.7045987576854412
1982-03-28,29.8499984741211,OI_SST,0.6855467387608236,0,0,0.7045987576854412
1982-03-29,30.0499992370605,OI_SST,0.8855475017002234,0,0,0.7045987576854412
1982-03-30,29.7399997711182,OI_SST,0.5755480357579223,0,0,0.7045987576854412
1982-03-31,29.3799991607666,OI_SST,0.21554742540632432,0,0,0.7045987576854412
1982-04-01,30.1299991607666,OI_SST,0.9655474254063243,0,0,0.7045987576854412
1982-04-02,30.1099987030029,OI_SST,0.945546967642624,0,0,0.7045987576854412
1982-04-03,29.7099990844727,OI_SST,0.5455473491124216,0,0,0.7045987576854412
1982-04-04,29.6199989318848,OI_SST,0.4555471965245239,0,0,0.7045987576854412
1982-04-05,29.6199989318848,OI_SST,0.4555471965245239,0,0,0.7045987576854412
1982-04-06,29.2299995422363,OI_SST,0.06554780687602246,0,0,0.7045987576854412
1982-04-07,28.8999996185303,OI_SST,0,0,0,0.7045987576854412
1982-04-08,28.8299999237061,OI_SST,0,0,0,0.7045987576854412
1982-04-09,28.5900001525879,OI_SST,0,0,0,0.7045987576854412
1982-04-10,28.5100002288818,OI_SST,0,0,0,0.7045987576854412
1982-04-11,28.3400001525879,OI_SST,0,0,0,0.7045987576854412
1982-04-12,27.939998626709,OI_SST,0,0,0,0.7045987576854412
1982-04-13,27.6399993896484,OI_SST,0,0,0,0.7045987576854412
1982-04-14,28.3299999237061,OI_SST,0,0,0,0.7045987576854412
1982-04-15,28.4699993133545,OI_SST,0,0,0,0.7045987576854412
1982-04-16,28.6999988555908,OI_SST,0,0,0,0.7045987576854412
1982-04-17,28.519998550415,OI_SST,0,0,0,0.7045987576854412
1982-04-18,28.519998550415,OI_SST,0,0,0,0.7045987576854412
1982-04-19,28.5299987792969,OI_SST,0,0,0,0.7045987576854412
1982-04-20,28.7099990844727,OI_SST,0,0,0,0.7045987576854412
1982-04-21,28.9699993133545,OI_SST,0,0,0,0.7045987576854412
1982-04-22,28.9499988555908,OI_SST,0,0,0,0.7045987576854412
1982-04-23,29.3599987030029,OI_SST,0.19554696764262403,0,0,0.7045987576854412
1982-04-24,29.4299983978271,OI_SST,0.26554666246682146,0,0,0.7045987576854412
1982-04-25,28.6800003051758,OI_SST,0,0,0,0.7045987576854412
1982-04-26,28.2399997711182,OI_SST,0,0,0,0.7045987576854412
1982-04-27,28.6199989318848,OI_SST,0,0,0,0.7045987576854412
1982-04-28,28.769998550415,OI_SST,0,0,0,0.7045987576854412
1982-04-29,29,OI_SST,0,0,0,0.7045987576854412
1982-04-30,29.1199989318848,OI_SST,0,0,0,0.7045987576854412
1982-05-01,29.189998626709,OI_SST,0.025546891348721346,0,0,0.7045987576854412
1982-05-02,29.3999996185303,OI_SST,0.23554788317002107,0,0,0.7045987576854412
1982-05-03,29.5999984741211,OI_SST,0.4355467387608236,0,0,0.7045987576854412
1982-05-04,29.8999996185303,OI_SST,0.7355478831700211,0,0,0.7045987576854412
1982-05-05,29.6700000762939,OI_SST,0.5055483409336219,0,0,0.7045987576854412
1982-05-06,29.2999992370605,OI_SST,0.13554750170022345,0,0,0.7045987576854412
1982-05-07,29.1799983978271,OI_SST,0.01554666246682146,0,0,0.7045987576854412
1982-05-08,28.6599998474121,OI_SST,0,0,0,0.7045987576854412
1982-05-09,28.4799995422363,OI_SST,0,0,0,0.7045987576854412
1982-05-10,27.9699993133545,OI_SST,0,0,0,0.7045987576854412
1982-05-11,27.3699989318848,OI_SST,0,0,0,0.552377642417438
1982-05-12,27.519998550415,OI_SST,0,0,0,0.39587071477150615
1982-05-13,29.519998550415,OI_SST,0.35554681505472274,0,0,0.39587071477150615
1982-05-14,29.6999988555908,OI_SST,0.5355471202305218,0,0,0.39587071477150615
1982-05-15,28.8400001525879,OI_SST,0,0,0,0.39587071477150615
1982-05-16,29.0100002288818,OI_SST,0,0,0,0.39587071477150615
1982-05-17,29.0100002288818,OI_SST,0,0,0,0.39587071477150615
1982-05-18,28.9300003051758,OI_SST,0,0,0,0.39587071477150615
1982-05-19,28.75,OI_SST,0,0,0,0.39587071477150615
1982-05-20,28.4799995422363,OI_SST,0,0,0,0.39587071477150615
1982-05-21,28.9699993133545,OI_SST,0,0,0,0.39587071477150615
1982-05-22,29.3699989318848,OI_SST,0.2055471965245239,0,0,0.39587071477150615
1982-05-23,29.3799991607666,OI_SST,0.21554742540632432,0,0,0.39587071477150615
1982-05-24,29.25,OI_SST,0.08554826463972276,0,0,0.39587071477150615
1982-05-25,29.189998626709,OI_SST,0.025546891348721346,0,0,0.39587071477150615
1982-05-26,29.25,OI_SST,0.08554826463972276,0,0,0.39587071477150615
1982-05-27,29.0999984741211,OI_SST,0,0,0,0.18507819273034595
1982-05-28,28.8499984741211,OI_SST,0,0,0,0
1982-05-29,28.8899993896484,OI_SST,0,0,0,0
1982-05-30,29.2899990081787,OI_SST,0.12554727281842304,0,0,0
1982-05-31,29.1199989318848,OI_SST,0,0,0,0
1982-06-01,28.6299991607666,OI_SST,0,0,0,0
1982-06-02,28.5100002288818,OI_SST,0,0,0,0
1982-06-03,28.769998550415,OI_SST,0,0,0,0
1982-06-04,29.0499992370605,OI_SST,0,0,0,0
1982-06-05,28.8699989318848,OI_SST,0,0,0,0
1982-06-06,28.5399990081787,OI_SST,0,0,0,0
1982-06-07,28.3099994659424,OI_SST,0,0,0,0
1982-06-08,28.1700000762939,OI_SST,0,0,0,0
1982-06-09,28.25,OI_SST,0,0,0,0
1982-06-10,28.3299999237061,OI_SST,0,0,0,0
1982-06-11,28.2600002288818,OI_SST,0,0,0,0
1982-06-12,28.3799991607666,OI_SST,0,0,0,0
1982-06-13,29.1700000762939,OI_SST,0.005548340933621887,0,0,0
1982-06-14,29.1599998474121,OI_SST,0,0,0,0
1982-06-15,29.1199989318848,OI_SST,0,0,0,0
1982-06-16,29,OI_SST,0,0,0,0
1982-06-17,28.7999992370605,OI_SST,0,0,0,0
1982-06-18,28.5499992370605,OI_SST,0,0,0,0
1982-06-19,28.3499984741211,OI_SST,0,0,0,0
1982-06-20,28.439998626709,OI_SST,0,0,0,0
1982-06-21,28.269998550415,OI_SST,0,0,0,0
1982-06-22,28.0999984741211,OI_SST,0,0,0,0
1982-06-23,28.3799991607666,OI_SST,0,0,0,0
1982-06-24,28.6499996185303,OI_SST,0,0,0,0
1982-06-25,29.1199989318848,OI_SST,0,0,0,0
1982-06-26,29.5999984741211,OI_SST,0.4355467387608236,0,0,0
1982-06-27,29.6199989318848,OI_SST,0.4555471965245239,0,0,0
1982-06-28,29.439998626709,OI_SST,0.27554689134872135,0,0,0
1982-06-29,29.2600002288818,OI_SST,0.09554849352152317,0,0,0
1982-06-30,29.269998550415,OI_SST,0.10554681505472274,0,0,0
1982-07-01,29.2399997711182,OI_SST,0.07554803575792235,0,0,0
1982-07-02,29.3899993896484,OI_SST,0.22554765428812118,0,0,0
1982-07-03,29.4799995422363,OI_SST,0.31554780687602246,0,0,0
1982-07-04,29.3099994659424,OI_SST,0.14554773058212334,0,0,0
1982-07-05,29.0900001525879,OI_SST,0,0,0,0
1982-07-06,28.9799995422363,OI_SST,0,0,0,0
1982-07-07,28.8400001525879,OI_SST,0,0,0,0
1982-07-08,29.0599994659424,OI_SST,0,0,0,0
1982-07-09,30.4499988555908,OI_SST,1.2855471202305218,1.2855471202305218,0.18364958860436026,0.18364958860436026
1982-07-10,30.3199996948242,OI_SST,1.1555479594639237,1.1555479594639237,0.16507827992341767,0.34872786852777793
1982-07-11,30.2299995422363,OI_SST,1.0655478068760225,1.0655478068760225,0.15222111526800322,0.5009489837957811
1982-07-12,29.189998626709,OI_SST,0.025546891348721346,0,0,0.5009489837957811
1982-07-13,28.5999984741211,OI_SST,0,0,0,0.5009489837957811
1982-07-14,29.1999988555908,OI_SST,0.035547120230521756,0,0,0.5009489837957811
1982-07-15,29.1599998474121,OI_SST,0,0,0,0.5009489837957811
1982-07-16,29.1499996185303,OI_SST,0,0,0,0.5009489837957811
1982-07-17,29.4499988555908,OI_SST,0.28554712023052176,0,0,0.5009489837957811
1982-07-18,29.3999996185303,OI_SST,0.23554788317002107,0,0,0.5009489837957811
1982-07-19,29.6799983978271,OI_SST,0.5155466624668215,0,0,0.5009489837957811
1982-07-20,30.0399990081787,OI_SST,0.875547272818423,0,0,0.5009489837957811
1982-07-21,29.8499984741211,OI_SST,0.6855467387608236,0,0,0.5009489837957811
1982-07-22,28.9300003051758,OI_SST,0,0,0,0.5009489837957811
1982-07-23,28.3899993896484,OI_SST,0,0,0,0.5009489837957811
1982-07-24,28.439998626709,OI_SST,0,0,0,0.5009489837957811
1982-07-25,28.5599994659424,OI_SST,0,0,0,0.5009489837957811
1982-07-26,28.1499996185303,OI_SST,0,0,0,0.5009489837957811
1982-07-27,27.6999988555908,OI_SST,0,0,0,0.5009489837957811
1982-07-28,27.7399997711182,OI_SST,0,0,0,0.5009489837957811
1982-07-29,27.6499996185303,OI_SST,0,0,0,0.5009489837957811
1982-07-30,28.9499988555908,OI_SST,0,0,0,0.5009489837957811
1982-07-31,29.4599990844727,OI_SST,0.29554734911242164,0,0,0.5009489837957811
1982-08-01,29.6599998474121,OI_SST,0.4955481120518215,0,0,0.5009489837957811
1982-08-02,29.4799995422363,OI_SST,0.31554780687602246,0,0,0.5009489837957811
1982-08-03,29.3999996185303,OI_SST,0.23554788317002107,0,0,0.5009489837957811
1982-08-04,29.4699993133545,OI_SST,0.30554757799422205,0,0,0.5009489837957811
1982-08-05,29.1700000762939,OI_SST,0.005548340933621887,0,0,0.5009489837957811
1982-08-06,28.6999988555908,OI_SST,0,0,0,0.5009489837957811
1982-08-07,28.519998550415,OI_SST,0,0,0,0.5009489837957811
1982-08-08,28.4799995422363,OI_SST,0,0,0,0.5009489837957811
1982-08-09,29.1199989318848,OI_SST,0,0,0,0.5009489837957811
1982-08-10,29.189998626709,OI_SST,0.025546891348721346,0,0,0.5009489837957811
1982-08-11,29.1299991607666,OI_SST,0,0,0,0.5009489837957811
1982-08-12,30.0399990081787,OI_SST,0.875547272818423,0,0,0.5009489837957811
1982-08-13,30.1799983978271,OI_SST,1.0155466624668215,1.0155466624668215,0.14507809463811736,0.6460270784338985
1982-08-14,30.189998626709,OI_SST,1.0255468913487213,1.0255468913487213,0.14650669876410305,0.7925337771980016
1982-08-15,30.0699996948242,OI_SST,0.9055479594639237,0,0,0.7925337771980016
1982-08-16,29.9699993133545,OI_SST,0.805547577994222,0,0,0.7925337771980016
1982-08-17,28.8799991607666,OI_SST,0,0,0,0.7925337771980016
1982-08-18,28.5399990081787,OI_SST,0,0,0,0.7925337771980016
1982-08-19,28.1299991607666,OI_SST,0,0,0,0.7925337771980016
1982-08-20,28.0299987792969,OI_SST,0,0,0,0.7925337771980016
1982-08-21,28.2999992370605,OI_SST,0,0,0,0.7925337771980016
1982-08-22,28.6299991607666,OI_SST,0,0,0,0.7925337771980016
1982-08-23,28.75,OI_SST,0,0,0,0.7925337771980016
1982-08-24,28.7299995422363,OI_SST,0,0,0,0.7925337771980016
1982-08-25,28.6099987030029,OI_SST,0,0,0,0.7925337771980016
1982-08-26,28.8199996948242,OI_SST,0,0,0,0.7925337771980016
1982-08-27,29.0799999237061,OI_SST,0,0,0,0.7925337771980016
1982-08-28,29.2299995422363,OI_SST,0.06554780687602246,0,0,0.7925337771980016
1982-08-29,29.1299991607666,OI_SST,0,0,0,0.7925337771980016
1982-08-30,29.0900001525879,OI_SST,0,0,0,0.7925337771980016
1982-08-31,29.689998626709,OI_SST,0.5255468913487213,0,0,0.7925337771980016
1982-09-01,29.75,OI_SST,0.5855482646397228,0,0,0.7925337771980016
1982-09-02,29.7899990081787,OI_SST,0.625547272818423,0,0,0.7925337771980016
1982-09-03,29.3199996948242,OI_SST,0.15554795946392375,0,0,0.7925337771980016
1982-09-04,29.189998626709,OI_SST,0.025546891348721346,0,0,0.7925337771980016
1982-09-05,29.5699996948242,OI_SST,0.40554795946392375,0,0,0.7925337771980016
1982-09-06,29.4599990844727,OI_SST,0.29554734911242164,0,0,0.7925337771980016
1982-09-07,29.5499992370605,OI_SST,0.38554750170022345,0,0,0.7925337771980016
1982-09-08,29.4699993133545,OI_SST,0.30554757799422205,0,0,0.7925337771980016
1982-09-09,29.2399997711182,OI_SST,0.07554803575792235,0,0,0.7925337771980016
1982-09-10,28.8999996185303,OI_SST,0,0,0,0.7925337771980016
1982-09-11,29.1299991607666,OI_SST,0,0,0,0.7925337771980016
1982-09-12,29.3699989318848,OI_SST,0.2055471965245239,0,0,0.7925337771980016
1982-09-13,29.439998626709,OI_SST,0.27554689134872135,0,0,0.7925337771980016
1982-09-14,29.8799991607666,OI_SST,0.7155474254063243,0,0,0.7925337771980016
1982-09-15,30.0399990081787,OI_SST,0.875547272818423,0,0,0.7925337771980016
1982-09-16,29.6199989318848,OI_SST,0.4555471965245239,0,0,0.7925337771980016
1982-09-17,29.5399990081787,OI_SST,0.37554727281842304,0,0,0.7925337771980016
1982-09-18,29.6199989318848,OI_SST,0.4555471965245239,0,0,0.7925337771980016
1982-09-19,29.5999984741211,OI_SST,0.4355467387608236,0,0,0.7925337771980016
1982-09-20,29.5299987792969,OI_SST,0.36554704393662263,0,0,0.7925337771980016
1982-09-21,29.689998626709,OI_SST,0.5255468913487213,0,0,0.7925337771980016
1982-09-22,29.8099994659424,OI_SST,0.6455477305821233,0,0,0.7925337771980016
1982-09-23,29.8099994659424,OI_SST,0.6455477305821233,0,0,0.7925337771980016
1982-09-24,29.3899993896484,OI_SST,0.22554765428812118,0,0,0.7925337771980016
1982-09-25,29.3999996185303,OI_SST,0.23554788317002107,0,0,0.7925337771980016
1982-09-26,29.0699996948242,OI_SST,0,0,0,0.7925337771980016
1982-09-27,28.8999996185303,OI_SST,0,0,0,0.7925337771980016
1982-09-28,28.7199993133545,OI_SST,0,0,0,0.7925337771980016
1982-09-29,28.7099990844727,OI_SST,0,0,0,0.7925337771980016
1982-09-30,28.8799991607666,OI_SST,0,0,0,0.7925337771980016
1982-10-01,28.5599994659424,OI_SST,0,0,0,0.6088841885936414
1982-10-02,28.5799999237061,OI_SST,0,0,0,0.4438059086702236
1982-10-03,28.3899993896484,OI_SST,0,0,0,0.29158479340222043
1982-10-04,27.9099998474121,OI_SST,0,0,0,0.29158479340222043
